Tipo;Tiempo_CR;Tiempo_UTC;Lat;Lon;Profundidad_km;Magnitud_Mw;Acelaracion_cms2;Lugar_mayor_aceleracion
M;10/12/2013 11:28;10/12/2013 17:28;10,704;-85,791;85,6;5;9,32;Cruz Roja, La Cruz
M;10/12/2013 08:20;10/12/2013 14:20;9,831;-83,991;0,5;2,5;1,99;San Rafael, Oreamuno
M;10/12/2013 06:24;10/12/2013 12:24;9,827;-83,994;1,9;2,9;4,13;Frailes
M;10/12/2013 05:46;10/12/2013 11:46;9,827;-83,995;2,6;3,1;13,51;San Rafael, Oreamuno
M;10/12/2013 05:43;10/12/2013 11:43;9,83;-83,997;1,8;2,9;6;San Rafael, Oreamuno
M;9/12/2013 09:24;9/12/2013 15:24;8,667;-82,89;21,5;4,4;6,17;Hospital C. Neily
M;8/12/2013 03:57;8/12/2013 09:57;9,752;-83,877;5,1;3;5,99;Holcim, Cartago
M;7/12/2013 11:35;7/12/2013 17:35;9,749;-83,875;3,3;2,8;8,76;Colegio de Orosi
M;6/12/2013 01:10;6/12/2013 07:10;8,669;-82,886;22,8;3,5;2,62;Bomberos San Vito
M;3/12/2013 23:47;4/12/2013 05:47;8,282;-82,788;30;4,4;3,92;Oficina Acueducto Laurel
M;3/12/2013 22:54;4/12/2013 04:54;10,845;-85,262;147,9;4;1,25;Biblioteca de Nosara
M;2/12/2013 23:55;3/12/2013 05:55;9,836;-83,992;0,6;3;9,96;San Rafael, Oreamuno
M;1/12/2013 23:46;2/12/2013 05:46;10,152;-83,9;12,9;3,4;1,63;Sede UCR, Guápiles
M;30/11/2013 17:54;30/11/2013 23:54;9,893;-83,895;3,9;2,7;5,98;San Rafael, Oreamuno
M;30/11/2013 15:46;30/11/2013 21:46;9,91;-83,885;5;2,6;2,7;San Rafael, Oreamuno
M;29/11/2013 13:31;29/11/2013 19:31;9,461;-84,136;36,5;3;0,86;Cruz Roja, Aserrí
M;29/11/2013 09:08;29/11/2013 15:08;9,716;-84,783;16;3,4;2,7;Cruz Roja, Paquera
M;28/11/2013 04:15;28/11/2013 10:15;8,17;-82,825;11,7;4,3;4,66;Oficina Acueducto Laurel
M;26/11/2013 14:13;26/11/2013 20:13;9,601;-84,096;47;3,9;4,59;Holcim, Cartago
M;25/11/2013 11:11;25/11/2013 17:11;10,01;-83,312;23,7;3,9;19,48;Cruz Roja, Batan
M;23/11/2013 14:28;23/11/2013 20:28;10,036;-84,319;74,4;3,5;0,69;Cruz Roja, Aserrí
M;23/11/2013 01:11;23/11/2013 07:11;9,557;-84,832;16,4;3,5;2,15;Cruz Roja, Paquera
M;21/11/2013 13:09;21/11/2013 19:09;9,502;-84,588;6,2;3,6;12,44;Cruz Roja, Jacó
M;21/11/2013 01:22;21/11/2013 07:22;8,871;-82,953;28,7;3,9;2,23;Hospital C. Neily
M;20/11/2013 06:46;20/11/2013 12:46;9,473;-84,263;15;3,6;5,77;Bomberos, Quepos
M;20/11/2013 06:21;20/11/2013 12:21;9,405;-84,248;22,7;3,3;1,6;Bomberos, Quepos
M;19/11/2013 23:35;20/11/2013 05:35;9,426;-84,28;21,8;3,3;2,04;Bomberos, Quepos
M;17/11/2013 18:33;18/11/2013 00:33;9,83;-83,993;1,4;2,6;4,35;San Rafael, Oreamuno
M;17/11/2013 09:29;17/11/2013 15:29;9,817;-83,999;6;2,3;0,67;Frailes
M;17/11/2013 09:00;17/11/2013 15:00;9,818;-84,003;7,1;2,2;0,55;Frailes
M;17/11/2013 06:14;17/11/2013 12:14;9,711;-83,812;3,8;2,4;1,01;Colegio de Orosi
M;17/11/2013 02:17;17/11/2013 08:17;9,715;-83,778;6,8;3;2,67;Colegio de Orosi
M;16/11/2013 05:18;16/11/2013 11:18;8,97;-84,163;12,6;3,7;0,97;Bomberos, Quepos
M;13/11/2013 09:26;13/11/2013 15:26;9,333;-83,766;35,6;4;8,65;Holcim, Cartago
M;11/11/2013 16:11;11/11/2013 22:11;9,43;-84,118;30,5;3,2;1,09;Sede UCR, Turrialba
M;9/11/2013 18:30;10/11/2013 00:30;9,871;-85,511;15,7;4,3;32,01;Biblioteca de Nosara
M;9/11/2013 01:35;9/11/2013 07:35;9,593;-83,956;5,7;3;3,73;Ciudad de los Niños, Agua Caliente
M;8/11/2013 07:25;8/11/2013 13:25;9,706;-84,795;6,6;3,2;2,82;Cruz Roja, Paquera
M;7/11/2013 21:16;8/11/2013 03:16;9,501;-84,576;7,8;3,6;32,14;Cruz Roja, Jacó
M;4/11/2013 11:09;4/11/2013 17:09;9,789;-84,046;10,6;2,8;1,85;Frailes
M;1/11/2013 16:08;1/11/2013 22:08;9,308;-84,213;20,1;3,9;17,49;Bomberos, Quepos
M;1/11/2013 03:28;1/11/2013 09:28;9,806;-84;4;3;6,56;San Rafael, Oreamuno
M;30/10/2013 22:12;31/10/2013 04:12;9,64;-83,75;10,3;3,2;1,02;Holcim, Cartago
M;30/10/2013 09:34;30/10/2013 15:34;9,646;-83,739;5,9;3,4;1,32;Casa de Pan, Santa María de Dota
M;30/10/2013 09:03;30/10/2013 15:03;9,651;-83,752;1,9;3,3;1,1;Colegio de Orosi
M;29/10/2013 05:18;29/10/2013 11:18;9,38;-83,702;39,7;3,2;1,08;Holcim, Cartago
M;28/10/2013 02:43;28/10/2013 08:43;9,781;-84,487;45,3;3,1;0,61;Ebais Ciudad Colón
M;27/10/2013 09:49;27/10/2013 15:49;10,009;-85,65;16,2;3,5;30,57;Biblioteca de Nosara
A;27/10/2013 09:28;27/10/2013 15:28;8,347;-82760;42,6;5,3;78,14;Oficina Acueducto Laurel
M;26/10/2013 16:34;26/10/2013 22:34;8,183;-82,946;18,7;4,7;27,27;Oficina Acueducto Laurel
M;23/10/2013 22:10;24/10/2013 04:10;9,839;-83,992;1,6;3,7;57,08;San Rafael, Oreamuno
M;23/10/2013 21:48;24/10/2013 03:48;9,841;-83,998;6,5;3;5,16;San Rafael, Oreamuno
M;22/10/2013 11:33;22/10/2013 17:33;10,003;-84,048;7,1;2,8;2,57;Hosp. Calderón Guardia
M;18/10/2013 20:36;19/10/2013 02:36;10,072;-85,639;17;3,4;7,06;Biblioteca de Nosara
M;16/10/2013 17:32;16/10/2013 23:32;8,807;-82,988;23,1;3,9;9,24;Hospital C. Neily
M;14/10/2013 07:06;14/10/2013 13:06;11,587;-86,1;66,4;4,5;2,04;Biblioteca de Nosara
M;13/10/2013 23:16;14/10/2013 05:16;9,797;-83,991;4,1;2,9;6,24;Frailes
M;11/10/2013 13:02;11/10/2013 19:02;10,233;-84,156;95,4;3,8;2,58;Lic. Ma. Auxiliadora
M;10/10/2013 12:03;10/10/2013 18:03;9,9;-84,043;6,5;2,6;3;Cruz Roja, Aserrí
M;9/10/2013 13:06;9/10/2013 19:06;9,527;-83,846;23,9;3,6;2,55;Cruz Roja, Aserrí
M;9/10/2013 11:02;9/10/2013 17:02;10,282;-86,503;29,1;4,4;0,88;Biblioteca de Nosara
M;6/10/2013 06:43;6/10/2013 12:43;9,17;-82,71;11,8;3,7;0,63;Municipalidad, Buenos Aires
M;6/10/2013 02:06;6/10/2013 08:06;9,611;-83,984;33,3;2,6;0,64;Lic. Ma. Auxiliadora
M;6/10/2013 01:56;6/10/2013 07:56;9,754;-84,366;7,9;2,6;0,16;Bomberos, Puriscal
M;4/10/2013 01:01;4/10/2013 07:01;9,851;-83,987;10,2;2,4;1,05;Ciudad de los niños, Agua Caliente
M;2/10/2013 03:09;2/10/2013 09:09;9,532;-84,25;34,4;3,3;1,47;Com. Nal. Emergencias
M;1/10/2013 20:51;2/10/2013 02:51;8,233;-82,813;23,4;3,9;1,53;Hospital C. Neily
M;27/9/2013 18:57;28/9/2013 00:57;9,276;-84,216;29,6;3,6;2,29;Bomberos, Quepos
M;26/9/2013 20:54;27/9/2013 02:54;9,683;-84,156;52,2;3,7;1,43;Com. Nal. Emergencias
M;25/9/2013 21:10;26/9/2013 03:10;8,473;-83,033;21,5;3,4;3,66;Oficina Acueducto Laurel
M;25/9/2013 17:49;25/9/2013 23:49;9,766;-85,905;28,1;3,6;9;Biblioteca de Nosara
M;23/9/2013 21:47;24/9/2013 03:47;9,902;-84,118;8,2;2,6;2,62;Sede UCR, San Pedro
M;23/9/2013 21:41;24/9/2013 03:41;8,332;-82,9;23,3;4,7;11,68;Hospital C. Neily
M;23/9/2013 18:41;24/9/2013 00:41;9,632;-84,909;23,2;3,4;5,82;Cruz Roja, Paquera
M;22/9/2013 08:45;22/9/2013 14:45;10,418;-86,368;16,4;4,3;0,38;Sede UCR, Santa Cruz
M;21/9/2013 03:45;21/9/2013 09:45;8,498;-83,019;10;3,6;7,03;Hospital C. Neily
M;20/9/2013 23:09;21/9/2013 05:09;9,412;-83,808;14,1;3,3;2,19;INS, San Isidro del General
M;15/9/2013 18:26;16/9/2013 00:26;9,62;-84,136;25,2;3;2,34;Municipalidad, Acosta
M;12/9/2013 04:37;12/9/2013 10:37;10,308;-84,427;95,2;3,6;2,12;Municipalidad, Acosta
M;8/9/2013 19:04;9/9/2013 01:04;9,92;-85,473;32,9;3,4;1,29;Biblioteca de Nosara
M;8/9/2013 12:05;8/9/2013 18:05;9,9;-84,113;6,8;2,5;4,58;Lic. Ma. Auxiliadora
M;6/9/2013 02:52;6/9/2013 08:52;9,754;-83,878;5,4;2,8;10,7;Colegio de Orosi
M;5/9/2013 17:54;5/9/2013 23:54;10,358;-86,479;36,3;4,8;3,12;Sede UCR, Santa Cruz
M;5/9/2013 16:34;5/9/2013 22:34;10,344;-86,336;28;4,5;1,5;Sede UCR, Santa Cruz
M;5/9/2013 12:31;5/9/2013 18:31;9,967;-85,651;14,1;3,6;23,02;Biblioteca de Nosara
M;5/9/2013 08:16;5/9/2013 14:16;10,356;-86,34;29,9;4,2;0,49;Sede UCR, Santa Cruz
A;5/9/2013 06:29;5/9/2013 12:29;10,324;-86,433;5,47;5,8;16,34;Sede UCR, Santa Cruz
M;3/9/2013 11:54;3/9/2013 17:54;9,217;-84,023;29,9;3,2;1,37;Bomberos, Quepos
A;1/9/2013 00:28;1/9/2013 06:28;8,987;-83,885;18,68;4,8;9,39;Municipalidad, Puerto Cortés
M;28/8/2013 06:07;28/8/2013 12:07;8,793;-83,192;38,1;3,7;4,43;Sede UCR, Golfito
M;28/8/2013 04:19;28/8/2013 10:19;9,755;-83,808;10,6;2,7;1,46;Holcim, Cartago
M;27/8/2013 13:51;27/8/2013 19:51;8,904;-82,908;22,4;4,5;6,98;Cruz Roja, Potrero Grande
M;24/8/2013 06:06;24/8/2013 12:06;9,76;-83,903;15,8;2,5;1,37;Casa de Pan, Santa María de Dota
M;23/8/2013 09:13;23/8/2013 15:13;10,168;-84,115;2,3;3;5,88;Sede UCR, Fraijanes
M;11/8/2013 23:19;12/8/2013 05:19;10,411;-86,853;31,8;4,8;5,23;Cruz Roja, Paquera
M;11/8/2013 14:35;11/8/2013 20:35;8,372;-82,769;27,1;4,4;3,03;Colegio, Puerto Jimenez
M;9/8/2013 08:30;9/8/2013 14:30;9,755;-83,973;3;3,3;3,8;Frailes
M;8/8/2013 03:58;8/8/2013 09:58;10,291;-84,463;14;3,4;8,4;Sede UCR, San Ramón
M;5/8/2013 15:16;5/8/2013 21:16;9,787;-84,018;4,8;2,6;1,63;Cruz Roja, Aserri
M;4/8/2013 15:53;4/8/2013 21:53;8,984;-83,727;37,8;3,5;1,07;Municipalidad, Puerto Cortés
M;4/8/2013 03:16;4/8/2013 09:16;9,399;-84,593;20,4;3,8;1,46;Cruz Roja, Jacó
M;4/8/2013 01:53;4/8/2013 07:53;10,256;-84,355;3,1;4;8,63;Biblioteca, Ciudad Quesada
M;3/8/2013 18:13;4/8/2013 00:13;9,833;-84,04;87,5;3,8;1,01;Sede UCR, Turrialba
M;2/8/2013 08:06;2/8/2013 14:06;9,756;-84,594;39,2;3,9;3,82;Colegio, Cóbano
M;31/7/2013 20:45;1/8/2013 02:45;9,906;-83,933;5,9;2,8;6,38;Ciudad de los niños, Agua Caliente
M;30/7/2013 03:54;30/7/2013 09:54;9,528;-84,373;36,2;3,6;2,77;Sede UCR, San Pedro
M;27/7/2013 18:19;28/7/2013 00:19;9,415;-84,575;18,3;3,8;4,91;Cruz Roja, Jaco
M;24/7/2013 00:34;24/7/2013 06:34;9,873;-84,041;74,6;3,7;1,86;Sede UCR, Paraíso
M;23/7/2013 12:42;23/7/2013 18:42;9,541;-83,936;27,9;3,2;10,36;Santa Maria de Dota
M;21/7/2013 22:50;22/7/2013 04:50;8,266;-82,783;34,4;3,7;1,19;Hospital Ciudad Neily
M;20/7/2013 07:54;20/7/2013 13:54;9,478;-84,334;40,2;3,9;4,2;Ebais, Ciudad Colón
M;13/7/2013 07:57;13/7/2013 13:57;9,846;-83,925;5;2,4;6,85;Holcim, Cartago
M;6/7/2013 01:55;6/7/2013 07:55;8,474;-83,113;10,8;4,2;9;Hospital Ciudad Neily
M;2/7/2013 06:06;2/7/2013 12:06;9,801;-83,913;1;2,3;4,33;Holcim, Cartago
M;24/6/2013 09:43;24/6/2013 15:43;10,209;-84,144;94,7;4,1;2,4;Cruz Roja, Paquera
A;23/6/2013 14:00;23/6/2013 20:00;9,964;-85,641;15,88;5,6;45,84;Colegio, Cóbano
M;15/6/2013 17:02;15/6/2013 23:02;10,52;-86,284;29,2;4;1,34;Sede UCR, Santa Cruz
M;15/6/2013 11:34;15/6/2013 17:34;11,725;-86,975;35,8;6,5;10,45;Sede UCR, Santa Cruz
M;14/6/2013 07:32;14/6/2013 13:32;9,568;-84,186;33,5;3,8;12,93;Municipalidad, Acosta
M;13/6/2013 11:11;13/6/2013 17:11;9,347;-82,833;16,4;3,8;1,68;Colegio, Talamanca
M;12/6/2013 21:04;13/6/2013 03:04;9,452;-84,108;45,8;3,3;1,26;Ebais, Ciudad Colón
A;12/6/2013 20:59;13/6/2013 02:59;9,429;-84,121;49,93;4,5;23,31;Municipalidad, Acosta
M;12/6/2013 02:07;12/6/2013 08:07;9,638;-83,955;4,5;2,8;0,78;Sede UCR, Paraíso
M;10/6/2013 00:30;10/6/2013 06:30;10,044;-85,679;21,9;3,5;1,82;Sede UCR, Santa Cruz
M;9/6/2013 18:57;10/6/2013 00:57;8,223;-82,765;29,8;4,3;7,33;Oficina Acueducto Laurel, Corredor
M;9/6/2013 15:18;9/6/2013 21:18;10,172;-84,426;81,8;4,2;8,31;Sede UCR, San Ramón
M;9/6/2013 02:20;9/6/2013 08:20;9,56;-84,282;18,5;2,8;0,45;Bomberos, Quepos
M;8/6/2013 17:58;8/6/2013 23:58;10,297;-86,464;38,9;4,9;2,78;Sede UCR, Santa Cruz
M;8/6/2013 15:28;8/6/2013 21:28;9,484;-84,542;20,3;3,5;3,81;Cruz Roja, Jaco
M;8/6/2013 13:51;8/6/2013 19:51;9,812;-83,858;1,5;2,8;7,93;Holcim, Cartago
M;8/6/2013 01:50;8/6/2013 07:50;9,798;-83,878;2;3,5;56,34;Sede UCR, Paraíso
M;7/6/2013 23:12;8/6/2013 05:12;9,795;-83,874;3;3,2;29,77;Sede UCR, Paraíso
M;7/6/2013 20:55;8/6/2013 02:55;9,791;-83,859;4;2,8;6,17;Sede UCR, Paraíso
M;6/6/2013 02:57;6/6/2013 08:57;9,427;-84,121;38,5;3,5;3,83;Municipalidad, Acosta
M;6/6/2013 02:20;6/6/2013 08:20;9,542;-84,867;15,9;3,8;2,59;Cruz Roja, Jaco
M;2/6/2013 00:21;2/6/2013 06:21;8,74;-83,174;42;3,6;4,44;Sede UCR, Golfito
M;1/6/2013 03:25;1/6/2013 09:25;9,591;-84,576;9,9;3,1;9,71;Cruz Roja, Jaco
M;29/5/2013 20:53;30/5/2013 02:53;10,015;-83,968;13,3;3,1;1,23;Cruz Roja, Heredia
M;29/5/2013 01:08;29/5/2013 07:08;9,32;-82,788;19,7;3,3;0,53;Municipalidad, Buenos Aires
M;27/5/2013 09:22;27/5/2013 15:22;9,287;-82,796;23,6;4,1;4,72;Holcim, Cartago
M;27/5/2013 04:59;27/5/2013 10:59;9,326;-82,81;14,4;3,3;0,32;Municipalidad, Buenos Aires
M;27/5/2013 03:57;27/5/2013 09:57;9,285;-82,782;24,6;3,3;0,49;Holcim, Cartago
A;27/5/2013 03:41;27/5/2013 09:41;9,316;-82,768;18,71;5,7;80,21;Colegio, Talamanca
M;27/5/2013 02:36;27/5/2013 08:36;8,64;-83,096;44,7;4;7,45;Sede UCR, Golfito
M;22/5/2013 04:47;22/5/2013 10:47;9,223;-84,1;25,6;3,7;2,21;Bomberos, Quepos
M;13/5/2013 18:38;14/5/2013 00:38;9,118;-83,768;52,9;3,7;2,64;Holcim, Cartago
M;13/5/2013 05:10;13/5/2013 11:10;9,802;-83,996;9,5;2,9;5,89;Frailes
M;12/5/2013 22:54;13/5/2013 04:54;9,553;-84,077;52,9;3,5;3,1;Holcim, Cartago
M;9/5/2013 16:31;9/5/2013 22:31;9,804;-83,905;2,5;2,9;47,41;Holcimm Cartago
M;5/5/2013 15:57;5/5/2013 21:57;9,799;-83,996;10,1;3,2;9,7;San Rafael, Oreamuno
M;5/5/2013 03:04;5/5/2013 09:04;9,799;-83,991;10;3,7;22,74;Fralies
M;3/5/2013 07:29;3/5/2013 13:29;8,322;-83,399;21,9;4;3,49;Hospital C. Neily
M;3/5/2013 06:51;3/5/2013 12:51;8,339;-83,398;23;4,4;14,69;Oficina Acueducto Laurel, Corredor
M;2/5/2013 23:18;3/5/2013 05:18;9,687;-84,249;41,6;3,8;2,3;Municipalidad, Acosta
M;30/4/2013 23:48;1/5/2013 05:48;9,717;-83,91;15;2,9;4,61;Holcim, Cartago
M;30/4/2013 21:22;30/4/2013 13:22;8,655;-83,249;15,2;4,3;17,11;Sede UCR, Golfito
M;27/4/2013 17:07;27/4/2013 23:07;9,364;-84,074;39,6;3,9;5,21;Clínica de Hatillo
M;27/4/2013 06:14;27/4/2013 12:14;9,155;-84,114;33,3;4,3;7,25;Clínica de Hatillo
M;27/4/2013 00:01;27/4/2013 06:01;10,614;-84,878;150,2;4,2;1,97;Municipalidad, Acosta
M;26/4/2013 18:11;27/4/2013 00:11;9,191;-84,246;35,8;3,3;7,05;Bomberos, Quepos
M;25/4/2013 21:14;26/4/2013 03:14;8,649;-82,971;20,9;3,4;1,59;Hospital C. Neily
M;24/4/2013 01:35;24/4/2013 07:35;10,031;-83,244;23;4,3;26,47;Sede UCR, Limón
M;15/4/2013 21:42;16/4/2013 03:42;9,38;-83,725;26,7;3,3;4,17;INS, San Isidro de El General
M;12/4/2013 11:18;12/4/2013 17:18;10,04;-83,244;15,2;3,2;0,89;Cruz Roja, Batan
M;12/4/2013 04:30;12/4/2013 10:30;8,295;-82,807;31,4;4;2,53;Hospital C. Neily
M;10/4/2013 15:00;10/4/2013 21:00;10,023;-84,054;6,8;2,8;1,64;Saint Jude School, Santa Ana
M;10/4/2013 07:40;10/4/2013 13:40;9,594;-84,944;18,2;4,2;7,47;Cruz Roja, Jacó
M;7/4/2013 09:37;7/4/2013 15:37;8,443;-82,932;27,3;4,3;10,33;Hospital C. Neily
M;7/4/2013 09:32;7/4/2013 15:32;8,452;-82,93;22,6;4,2;6,81;Hospital C. Neily
M;31/3/2013 18:20;1/4/2013 00:20;9,708;-83,903;13,7;2,7;2,98;Holcim, Cartago
M;24/3/2013 07:14;24/3/2013 13:14;8,218;-82,95;22,8;4,2;17,32;Oficina del Acueducto, Laurel
M;20/3/2013 04:02;20/3/2013 10:02;9,493;-84,102;40,4;3,4;1,24;Hosp Chacon Paut, Tres Rios
M;19/3/2013 14:56;19/3/2013 20:56;9,885;-85,59;8,5;3,8;1,43;Colegio, Cobano
M;16/3/2013 03:52;16/3/2013 09:52;10,191;-84,281;88,8;4,2;7,23;Cruz Roja, Orotina
M;16/3/2013 02:50;16/3/2013 08:50;9,454;-83,916;56,4;3,8;3,31;Frailes
M;15/3/2013 11:05;15/3/2013 17:05;9,108;-84,084;14,9;3,8;0,86;INS, San Isidro de El General
M;15/3/2013 11:00;15/3/2013 17:00;9,11;-84,087;14,2;3,5;1,24;Ciudad de los Niños, Agua Caliente
M;14/3/2013 02:40;14/3/2013 08:40;10,187;-84,859;56,3;3,6;2,29;Biblioteca, Palmares
A;13/3/2013 21:45;14/3/2013 03:45;8,021;-83,044;36,02;5,1;17,63;Oficina del Acueducto, Laurel
M;12/3/2013 08:10;12/3/2013 14:10;9,759;-83,823;12,9;3;2,87;Holcim, Cartago
M;12/3/2013 06:38;12/3/2013 12:38;9,446;-84,129;38,5;3,8;7,99;Bomberos, Quepos
M;11/3/2013 15:31;11/3/2013 21:31;9,991;-84,307;77,3;4,1;6,02;Holcim, Cartago
M;10/3/2013 06:44;10/3/2013 12:44;10,141;-84,307;16,1;3,1;5,13;Sedu UCR, Fraijanes
M;8/3/2013 11:40;8/3/2013 17:40;9,902;-84,548;49,9;3,3;3,29;Biblioteca, Ciudad Quesada
M;8/3/2013 11:14;8/3/2013 17:17;8,269;-82,804;37,7;4,1;7,75;Oficina del Acueducto, Laurel
M;7/3/2013 13:40;7/3/2013 19:40;9,192;-84,106;16,2;3,9;2,61;Bomberos, Quepos
M;6/3/2013 21:56;7/3/2013 03:56;9,135;-84,126;17,9;4,2;6,07;Bomberos, Quepos
M;3/3/2013 20:59;4/3/2013 02:59;9,147;-84,129;22,8;3,8;4,23;Bomberos, Quepos
M;3/3/2013 20:36;4/3/2013 02:36;9,118;-84,151;23,5;4;8,72;Bomberos, Quepos
M;2/3/2013 18:49;3/3/2013 00:49;8,466;-83,119;13,5;4,1;6,79;Oficina del Acueducto, Laurel
M;1/3/2013 16:17;1/3/2013 22:17;9,673;-83,999;69,2;3,7;2,3;Bomberos, Quepos
M;1/3/2013 03:24;1/3/2013 09:24;8,914;-82,926;26,8;4,1;8,93;Bomberos, San Vito
M;28/2/2013 04:20;28/2/2013 10:20;9,78;-84,023;3;3;13,06;Frailes
M;25/2/2013 11:51;25/2/2013 17:51;9,781;-84,027;4,5;3;3;Ciudad de los Niños, Agua Caliente
M;19/2/2013 05:53;19/2/2013 11:53;9,431;-84,62;19,2;3,9;7,37;Cruz Roja, Jacó
M;14/2/2013 05:46;14/2/2013 11:46;9,721;-83,916;18,2;3,2;7,3;Holcim, Cartago
M;13/2/2013 22:17;14/2/2013 04:17;9,809;-84,027;2,9;2,7;3,84;Escuela Guatuso, Patarra
M;12/2/2013 11:04;12/2/2013 17:04;9,94;-85,674;19,8;3,5;29,68;Biblioteca, Nosara
M;12/2/2013 00:58;12/2/2013 06:58;9,941;-84,002;12,6;3;3,73;Recope El Alto
A;10/2/2013 10:51;10/2/2013 16:51;10,127;-84,752;68,32;4,4;26,26;Biblioteca, Palmares
M;9/2/2013 18:12;10/2/2013 00:12;9,919;-84,412;46,4;3,1;0,57;Frailes
M;9/2/2013 14:47;9/2/2013 20:47;9,817;-83,94;3,1;2,4;4,25;Holcim, Cartago
M;9/2/2013 07:15;9/2/2013 13:15;9,955;-85,692;20;3,1;12,15;Biblioteca, Nosara
M;9/2/2013 00:13;9/2/2013 06:13;8,188;-82,832;10,5;3,9;2,39;Oficina del Acueducto, Laurel
M;6/2/2013 00:59;6/2/2013 06:59;9,598;-85,011;20;3,2;3,02;Colegio, Cóbano
M;4/2/2013 04:41;4/2/2013 10:41;9,954;-85,562;15,3;3,3;2,65;Biblioteca, Nosara
M;3/2/2013 23:47;4/2/2013 05:47;10,371;-85,078;9,6;2,8;2,5;Las Juntas, Abangares
M;2/2/2013 23:28;3/2/2013 05:28;9,473;-83,625;26,2;3,3;1,47;INS, San Isidro de El General
M;1/2/2013 01:13;1/2/2013 07:13;8,631;-83,213;15,7;4,2;18,81;Hospital C. Neily
M;30/1/2013 21:01;31/1/2013 03:01;8,08;-82,639;39,1;4,6;2,99;Hospital C. Neily
M;28/1/2013 14:20;28/1/2013 20:20;8,915;-82,895;18;4,5;11,55;Bomberos, San Vito
M;27/1/2013 17:13;27/1/2013 23:13;8,885;-82,974;12,1;3,5;1,77;Bomberos, San Vito
M;26/1/2013 11:33;26/1/2013 17:33;8,508;-83,007;17,9;3,6;13,22;Hospital C. Neily
M;26/1/2013 03:27;26/1/2013 09:27;8,919;-82,905;18;4;8,66;Bomberos, San Vito
M;25/1/2013 02:58;25/1/2013 08:58;9,715;-83,924;13,5;2,5;3,47;Ciudad de los Niños, Agua Caliente
A;25/1/2013 00:40;25/1/2013 06:40;9,719;-83,923;9,4;3,6;26,61;Holcim, Cartago
M;24/1/2013 01:33;24/1/2013 07:33;9,864;-84,472;50,6;3,5;2,11;Ebais Ciudad Colón
A;24/1/2013 01:08;24/1/2013 07:08;9,883;-84,48;58,2;5,1;65,78;Sede UCR, San Pedro
M;24/1/2013 00:49;24/1/2012 06:49;9,864;-84,458;44;3,4;1,04;Sede UCR, San Pedro
M;23/1/2013 02:20;23/1/2013 08:20;9,721;-83,908;14,6;2,4;1;Holcim, Cartago
M;23/1/2013 01:57;23/1/2013 07:57;9,722;-83,909;16,7;2,5;1,78;Holcim, Cartago
M;22/1/2013 23:19;23/1/2013 05:19;9,718;-83,908;15,1;2,4;0,82;Holcim, Cartago
M;22/1/2013 21:40;23/1/2013 03:40;9,719;-83,904;14,8;2,8;4,75;Holcim, Cartago
M;22/1/2013 21:21;23/1/2013 03:21;9,935;-85,622;15,5;4,7;87,56;Biblioteca, Nosara
A;22/1/2013 15:29;22/1/2013 21:29;9,702;-83,899;15,45;4;108,68;Holcim, Cartago
M;21/1/2013 14:25;21/1/2013 20:25;9,818;-83,946;5,8;2,7;8,65;Ciudad de los Niños, Agua Caliente
M;20/1/2013 16:01;20/1/2013 22:01;9,775;-85,561;14,2;4,4;12;Biblioteca, Nosara
M;20/1/2013 15:05;20/4/2013 21:05;9,889;-85,402;21,7;4,4;10,46;Biblioteca, Nosara
M;20/1/2013 14:38;20/1/2013 20:38;9,742;-85,567;15,3;4,5;14,16;Biblioteca, Nosara
A;18/1/2013 20:21;19/1/2013 02:21;9,297;-84,211;37,83;4,2;10,8;Bomberos, Quepos
M;18/1/2013 19:50;19/1/2013 01:50;9,882;-85,6;11,3;4,3;17,9;Biblioteca, Nosara
M;18/1/2013 14:26;18/1/2013 20:26;9,756;-83,969;8,3;2,7;2,71;Holcim, Cartago
M;18/1/2013 13:53;18/1/2013 19:53;9,754;-83,963;9,2;3,5;13,94;Municipalidad, Acosta
M;16/1/2013 08:10;16/1/2013 14:10;10,31;-84,856;4,8;3,7;6,31;Las Juntas, Abangares
M;14/1/2013 07:32;14/1/2013 13:32;9,894;-84,064;6,9;2,6;2,14;Sede UCR, San Pedro
M;14/1/2013 06:17;14/1/2013 12:17;10,216;-83,956;15,4;3,1;3,04;Clinica de Hatillo
M;13/1/2013 15:05;13/1/2013 21:05;10,091;-85,682;20,6;4,3;9,34;Biblioteca, Nosara
M;12/1/2013 02:28;12/1/2013 08:28;9,533;-83,95;27,8;3,2;1,94;Frailes
M;10/1/2013 03:08;10/1/2013 09:08;9,457;-83,641;27,8;3,7;6,99;INS, San Isidro de El General
M;9/1/2013 22:13;10/1/2013 04:13;9,24;-83,162;15,1;3,6;3,74;Municipalidad, Buenos Aires
M;9/1/2013 14:53;9/1/2013 20:53;9,875;-85,486;7,7;3,7;25,93;Biblioteca, Nosara
M;8/1/2013 00:24;8/1/2013 06:24;8,326;-82,769;44,3;3,5;3,21;Hospital C. Neily
M;7/1/2013 17:50;7/1/2013 23:50;8,337;-82,741;47,7;3,7;3,74;Hospital C. Neily
M;5/1/2013 17:17;5/1/2013 23:17;9,41;-84,619;17,2;3,8;2,7;Cruz Roja, Paquera
M;2/1/2013 09:27;2/1/2012 15:27;9,848;-84,527;40,7;3,2;0,89;Municipalidad, Acosta
